wfood;wfuel;wcloth;wacl;wtrans;wother;totexp;income;age;nk;food;fuel;cloth;alc;trans;other
0.2581;0.0452;0.284;0.11;0.0077;0.2951;80;90;27;1;20.648;3.616;22.72;8.8;0.616;23.608
0.2214;0.0472;0.0649;0.3227;0.1304;0.2134;140;150;30;2;30.996;6.608;9.086;45.178;18.256;29.876
0.3333;0.04;0.1306;0.0039;0.2884;0.2038;150;150;38;2;49.995;6;19.59;0.585;43.26;30.57
0.382;0.0612;0;0.0462;0.196;0.3146;60;130;43;1;22.92;3.672;0;2.772;11.76;18.876
0.3664;0.0963;0.1833;0.015;0.2337;0.1053;60;70;25;2;21.984;5.778;10.998;0.9;14.022;6.318
0.2498;0.1298;0.0193;0.1435;0.0894;0.3682;80;100;38;1;19.984;10.384;1.544;11.48;7.152;29.456
0.1339;0.0626;0.1555;0.0648;0.2644;0.3188;170;160;35;2;22.763;10.642;26.435;11.016;44.948;54.196
0.3324;0.1186;0.0243;0.0342;0.2043;0.2862;50;120;24;1;16.62;5.93;1.215;1.71;10.215;14.31
0.5185;0.0732;0.0461;0.0783;0.0137;0.2702;90;150;32;2;46.665;6.588;4.149;7.047;1.233;24.318
0.2115;0.0956;0.1784;0.0942;0.177;0.2433;130;160;33;1;27.495;12.428;23.192;12.246;23.01;31.629
0.4328;0.0528;0.1752;0.0529;0.0797;0.2068;110;130;45;1;47.608;5.808;19.272;5.819;8.767;22.748
0.4696;0.0262;0.1707;0;0.0207;0.3128;70;110;23;1;32.872;1.834;11.949;0;1.449;21.896
0.2327;0.0311;0.2214;0.0759;0.0117;0.4272;120;140;21;1;27.924;3.732;26.568;9.108;1.404;51.264
0.308;0.0282;0.0259;0.2053;0.0069;0.4257;100;100;24;1;30.8;2.82;2.59;20.53;0.69;42.57
0.1984;0.0207;0.1913;0.09;0.0662;0.4334;130;150;27;2;25.792;2.691;24.869;11.7;8.606;56.342
0.4342;0.1155;0.0759;0;0.1702;0.2042;50;80;40;2;21.71;5.775;3.795;0;8.51;10.21
0.2694;0.0476;0.261;0.0437;0.0956;0.2827;70;90;32;2;18.858;3.332;18.27;3.059;6.692;19.789
0.201;0.0741;0.2882;0.0779;0.0693;0.2896;120;200;32;2;24.12;8.892;34.584;9.348;8.316;34.752
0.4019;0.0352;0.182;0;0.0464;0.3346;90;110;44;2;36.171;3.168;16.38;0;4.176;30.114
0.2442;0.1713;0.1289;0.0104;0.1393;0.3058;60;110;31;2;14.652;10.278;7.734;0.624;8.358;18.348
0.3507;0.1134;0.0749;0.1261;0.0167;0.3182;100;200;43;2;35.07;11.34;7.49;12.61;1.67;31.82
0.5806;0.0516;0.055;0;0.0987;0.2141;90;110;28;2;52.254;4.644;4.95;0;8.883;19.269
0.4426;0.0529;0.0574;0.1206;0.1778;0.1487;130;130;29;2;57.538;6.877;7.462;15.678;23.114;19.331
0.4034;0.0521;0.0502;0.0923;0.0838;0.3181;100;30;52;2;40.34;5.21;5.02;9.23;8.38;31.81
0.2186;0.0645;0.1183;0.0828;0.0564;0.4594;180;200;36;2;39.348;11.61;21.294;14.904;10.152;82.692
0.2434;0.0672;0.1753;0.063;0.1587;0.2924;110;130;35;2;26.774;7.392;19.283;6.93;17.457;32.164
0.2913;0.0778;0.1099;0.0176;0.2955;0.2078;140;130;48;1;40.782;10.892;15.386;2.464;41.37;29.092
0.5896;0.0888;0.0592;0.0511;0.0678;0.1435;50;110;35;2;29.48;4.44;2.96;2.555;3.39;7.175
0.2626;0.0471;0.1557;0.0108;0.3581;0.1657;90;70;39;2;23.634;4.239;14.013;0.972;32.229;14.913
0.4051;0.0866;0.1664;0.0168;0.1608;0.1642;60;150;36;2;24.306;5.196;9.984;1.008;9.648;9.852
0.406;0.058;0.176;0.1129;0.054;0.1932;90;130;37;2;36.54;5.22;15.84;10.161;4.86;17.388
0.3105;0.0718;0.1892;0.0325;0.1944;0.2016;80;110;34;2;24.84;5.744;15.136;2.6;15.552;16.128
0.383;0.0778;0.1523;0.0964;0.1448;0.1457;70;80;27;2;26.81;5.446;10.661;6.748;10.136;10.199
0.3347;0.1251;0.0799;0;0.2698;0.1905;90;100;35;2;30.123;11.259;7.191;0;24.282;17.145
0.2284;0.1899;0.0212;0.0336;0.1926;0.3343;50;70;24;1;11.42;9.495;1.06;1.68;9.63;16.715
0.4934;0.0695;0.0955;0.0454;0.0266;0.2696;90;90;35;2;44.406;6.255;8.595;4.086;2.394;24.264
0.3176;0.0753;0.0728;0.0657;0.1071;0.3615;60;100;27;2;19.056;4.518;4.368;3.942;6.426;21.69
0.4043;0.147;0.0822;0.0583;0.1819;0.1262;80;120;36;1;32.344;11.76;6.576;4.664;14.552;10.096
0.4797;0.0894;0.0204;0;0.2148;0.1958;50;130;36;1;23.985;4.47;1.02;0;10.74;9.79
0.2807;0.1714;0.118;0.0869;0.1798;0.1631;80;110;32;1;22.456;13.712;9.44;6.952;14.384;13.048
0.4394;0.1206;0.0078;0.1233;0.1621;0.1468;80;110;32;2;35.152;9.648;0.624;9.864;12.968;11.744
0.3847;0.1476;0.0552;0.0756;0.0182;0.3187;60;100;34;2;23.082;8.856;3.312;4.536;1.092;19.122
0.3517;0.0393;0.2315;0.1079;0.0289;0.2407;170;150;34;2;59.789;6.681;39.355;18.343;4.913;40.919
0.3309;0.0324;0.2306;0.0899;0.0007;0.3155;190;100;26;2;62.871;6.156;43.814;17.081;0.133;59.945
0.2352;0.0285;0.428;0.0052;0.0968;0.2063;250;140;49;2;58.8;7.125;107;1.3;24.2;51.575
0.2853;0.0416;0.0345;0.2276;0.1766;0.2343;100;150;35;1;28.53;4.16;3.45;22.76;17.66;23.43
0.5903;0.0371;0.0517;0.0119;0.0683;0.2407;90;120;44;2;53.127;3.339;4.653;1.071;6.147;21.663
0.4538;0.1061;0.1254;0.0611;0.0994;0.1541;80;90;26;1;36.304;8.488;10.032;4.888;7.952;12.328
0.2427;0.0372;0.0164;0.0312;0.0687;0.6038;170;300;38;2;41.259;6.324;2.788;5.304;11.679;102.646
0.1321;0.0672;0.3321;0.0735;0.1385;0.2567;190;130;33;2;25.099;12.768;63.099;13.965;26.315;48.773
0.4247;0.0585;0.0764;0;0.2479;0.1925;120;160;44;2;50.964;7.02;9.168;0;29.748;23.1
0.31;0.0452;0.0604;0.2919;0.0379;0.2545;90;80;28;1;27.9;4.068;5.436;26.271;3.411;22.905
0.3418;0.089;0.1145;0.15;0.0453;0.2595;130;90;37;2;44.434;11.57;14.885;19.5;5.889;33.735
0.3047;0.0458;0.1076;0.0573;0.122;0.3627;120;120;32;2;36.564;5.496;12.912;6.876;14.64;43.524
0.2758;0.1025;0.2357;0.1156;0.0014;0.2689;230;190;49;1;63.434;23.575;54.211;26.588;0.322;61.847
0.3699;0.0824;0;0.1241;0.1334;0.2902;110;190;45;2;40.689;9.064;0;13.651;14.674;31.922
0.3243;0.1512;0.0743;0.0393;0.097;0.314;70;70;36;1;22.701;10.584;5.201;2.751;6.79;21.98
0.4146;0.0528;0.1091;0.0061;0.0737;0.3438;80;160;37;2;33.168;4.224;8.728;0.488;5.896;27.504
0.4132;0.1001;0.2973;0.0658;0.0007;0.1229;70;140;34;2;28.924;7.007;20.811;4.606;0.049;8.603
0.4075;0.0613;0.0464;0.0766;0.0873;0.321;80;120;34;2;32.6;4.904;3.712;6.128;6.984;25.68
0.2371;0.0444;0.1207;0.0381;0.1578;0.402;100;160;41;2;23.71;4.44;12.07;3.81;15.78;40.2
0.5804;0.0656;0.0378;0.1103;0;0.2059;40;130;27;2;23.216;2.624;1.512;4.412;0;8.236
0.3293;0.0753;0.0692;0.2328;0.1473;0.146;90;100;29;1;29.637;6.777;6.228;20.952;13.257;13.14
0.4646;0.1311;0;0;0.154;0.2502;50;130;48;1;23.23;6.555;0;0;7.7;12.51
0.1946;0.0935;0.007;0.2516;0.3187;0.1346;100;140;47;1;19.46;9.35;0.7;25.16;31.87;13.46
0.3961;0.1131;0.0884;0.0507;0.0991;0.2526;100;140;40;2;39.61;11.31;8.84;5.07;9.91;25.26
0.2225;0.0729;0.2602;0.1214;0.1193;0.2036;100;150;36;1;22.25;7.29;26.02;12.14;11.93;20.36
0.3435;0.0531;0.167;0.0161;0.0656;0.3547;110;140;39;2;37.785;5.841;18.37;1.771;7.216;39.017
0.2418;0.0564;0.0789;0.088;0.1951;0.3398;100;250;33;2;24.18;5.64;7.89;8.8;19.51;33.98
0.1673;0.0334;0.264;0.0961;0;0.4393;250;150;28;2;41.825;8.35;66;24.025;0;109.825
0.5267;0.1239;0.074;0;0.1673;0.1081;40;120;35;2;21.068;4.956;2.96;0;6.692;4.324
0.173;0.0705;0.1178;0.1568;0.0584;0.4236;160;280;37;2;27.68;11.28;18.848;25.088;9.344;67.776
0.3005;0.1724;0.1485;0.097;0.0597;0.2218;150;140;49;2;45.075;25.86;22.275;14.55;8.955;33.27
0.4851;0.0819;0.1105;0.0863;0.1117;0.1245;140;160;38;2;67.914;11.466;15.47;12.082;15.638;17.43
0.4177;0.1276;0.0495;0.0113;0.0626;0.3314;70;110;27;2;29.239;8.932;3.465;0.791;4.382;23.198
0.3989;0.0614;0.1431;0.0284;0.1014;0.2668;100;130;43;2;39.89;6.14;14.31;2.84;10.14;26.68
0.3257;0.0574;0.0192;0.134;0.1067;0.3569;60;130;20;1;19.542;3.444;1.152;8.04;6.402;21.414
0.4385;0.1144;0.0281;0;0.1463;0.2726;70;120;47;1;30.695;8.008;1.967;0;10.241;19.082
0.3631;0.1051;0.0449;0.0106;0.2728;0.2034;70;80;22;2;25.417;7.357;3.143;0.742;19.096;14.238
0.4088;0.1068;0.0057;0.1498;0.1151;0.2137;50;80;49;2;20.44;5.34;0.285;7.49;5.755;10.685
0.3431;0.0341;0.1692;0.0837;0.0617;0.3084;120;160;34;1;41.172;4.092;20.304;10.044;7.404;37.008
0.4032;0.1824;0;0.007;0.1153;0.2921;60;130;32;2;24.192;10.944;0;0.42;6.918;17.526
0.3192;0.0303;0.0266;0.2259;0.1617;0.2364;140;140;38;1;44.688;4.242;3.724;31.626;22.638;33.096
0.1482;0.0373;0.0538;0.1091;0.051;0.6006;280;340;45;1;41.496;10.444;15.064;30.548;14.28;168.168
0.2002;0.0238;0.1888;0.1623;0.113;0.3119;160;110;23;1;32.032;3.808;30.208;25.968;18.08;49.904
0.3314;0.0817;0.0079;0.0694;0.2735;0.2361;100;160;29;1;33.14;8.17;0.79;6.94;27.35;23.61
0.2367;0.0373;0.3188;0;0.2596;0.1477;100;160;29;1;23.67;3.73;31.88;0;25.96;14.77
0.1512;0.0157;0.7602;0.0357;0;0.0373;160;90;38;2;24.192;2.512;121.632;5.712;0;5.968
0.4124;0.1051;0.0937;0.1434;0.1399;0.1056;100;190;25;1;41.24;10.51;9.37;14.34;13.99;10.56
0.2837;0.114;0.0261;0.0701;0.1544;0.3516;90;110;29;2;25.533;10.26;2.349;6.309;13.896;31.644
0.3945;0.1224;0.0119;0.0783;0.1671;0.2257;80;110;28;1;31.56;9.792;0.952;6.264;13.368;18.056
0.418;0.0584;0.0501;0.0317;0.1475;0.2942;70;120;22;2;29.26;4.088;3.507;2.219;10.325;20.594
0.3473;0.1133;0.0032;0;0.2078;0.3283;90;140;51;1;31.257;10.197;0.288;0;18.702;29.547
0.4311;0.0877;0.0588;0.0477;0.0498;0.3249;60;140;28;1;25.866;5.262;3.528;2.862;2.988;19.494
0.4924;0.1176;0.0416;0.1087;0;0.2397;60;90;28;2;29.544;7.056;2.496;6.522;0;14.382
0.5048;0.0614;0.1294;0.0384;0.1224;0.1437;150;180;35;1;75.72;9.21;19.41;5.76;18.36;21.555
0.2773;0.063;0.1868;0;0.1168;0.3561;130;160;56;1;36.049;8.19;24.284;0;15.184;46.293
0.2655;0.0439;0.1612;0.2012;0.0301;0.2981;160;140;36;2;42.48;7.024;25.792;32.192;4.816;47.696
0.2085;0.0371;0.2364;0.1453;0.1389;0.2339;150;120;29;2;31.275;5.565;35.46;21.795;20.835;35.085
0.1964;0.0973;0;0.2069;0.167;0.3324;50;130;29;1;9.82;4.865;0;10.345;8.35;16.62
0.4589;0.1481;0.0517;0.1756;0.0017;0.164;70;210;47;2;32.123;10.367;3.619;12.292;0.119;11.48
0.2397;0.0399;0.3128;0.0801;0.1917;0.1359;160;140;28;1;38.352;6.384;50.048;12.816;30.672;21.744
0.1951;0.0293;0.3284;0.0477;0.1373;0.2622;170;180;29;1;33.167;4.981;55.828;8.109;23.341;44.574
0.2173;0.0478;0.1852;0.086;0.2763;0.1874;110;170;45;1;23.903;5.258;20.372;9.46;30.393;20.614
0.2805;0.107;0.0982;0.0374;0.2631;0.2138;60;80;27;1;16.83;6.42;5.892;2.244;15.786;12.828
0.4597;0.0556;0.2266;0;0.125;0.1331;80;90;43;2;36.776;4.448;18.128;0;10;10.648
0.2683;0.1797;0.1059;0.0188;0.1101;0.3171;60;400;28;1;16.098;10.782;6.354;1.128;6.606;19.026
0.2851;0.0767;0.0804;0.0157;0.1862;0.356;110;200;36;1;31.361;8.437;8.844;1.727;20.482;39.16
0.2832;0.1683;0.1844;0.0301;0.1859;0.1481;100;130;42;2;28.32;16.83;18.44;3.01;18.59;14.81
0.1761;0.0358;0.2679;0.0381;0.0794;0.4027;200;90;36;1;35.22;7.16;53.58;7.62;15.88;80.54
0.1851;0.0485;0.1386;0.313;0.1361;0.1787;160;140;28;2;29.616;7.76;22.176;50.08;21.776;28.592
0.4073;0.0815;0.0411;0.0345;0.119;0.3166;90;130;39;2;36.657;7.335;3.699;3.105;10.71;28.494
0.3732;0.04;0.012;0.1447;0.1301;0.3;80;130;33;2;29.856;3.2;0.96;11.576;10.408;24
0.2469;0.0947;0.1118;0.0775;0.0642;0.405;110;180;37;2;27.159;10.417;12.298;8.525;7.062;44.55
0.3616;0.059;0.195;0;0.1613;0.2231;80;90;25;1;28.928;4.72;15.6;0;12.904;17.848
0.512;0.1338;0.0661;0.0058;0.0802;0.2021;50;70;38;2;25.6;6.69;3.305;0.29;4.01;10.105
0.2961;0.0684;0.0354;0.0023;0.3165;0.2813;200;270;49;2;59.22;13.68;7.08;0.46;63.3;56.26
0.3674;0.0446;0.0145;0.0117;0.2379;0.3239;140;200;33;1;51.436;6.244;2.03;1.638;33.306;45.346
0.2762;0.0372;0.2622;0.0617;0.1597;0.203;140;100;34;2;38.668;5.208;36.708;8.638;22.358;28.42
0.2934;0.0921;0.1661;0.0085;0.2155;0.2245;100;150;40;2;29.34;9.21;16.61;0.85;21.55;22.45
0.3585;0.0711;0.0735;0.0499;0.3023;0.1448;90;150;31;2;32.265;6.399;6.615;4.491;27.207;13.032
0.3381;0.0836;0.022;0;0.34;0.2163;90;120;29;2;30.429;7.524;1.98;0;30.6;19.467
0.1587;0.0423;0.1125;0.0014;0.1973;0.4878;140;230;41;2;22.218;5.922;15.75;0.196;27.622;68.292
0.3775;0.0791;0.1985;0.0044;0.0878;0.2527;120;200;44;2;45.3;9.492;23.82;0.528;10.536;30.324
0.5759;0.0462;0;0.008;0.1945;0.1753;120;170;35;2;69.108;5.544;0;0.96;23.34;21.036
0.5003;0.0551;0.0563;0.0239;0.0888;0.2756;80;110;28;2;40.024;4.408;4.504;1.912;7.104;22.048
0.2908;0.043;0.1319;0.0421;0.3056;0.1866;110;80;35;1;31.988;4.73;14.509;4.631;33.616;20.526
0.2523;0.049;0;0.0221;0.4965;0.1801;110;140;36;2;27.753;5.39;0;2.431;54.615;19.811
0.3778;0.0503;0.0335;0.0427;0.2094;0.2863;150;130;41;2;56.67;7.545;5.025;6.405;31.41;42.945
0.272;0.1832;0.0673;0.3158;0.0074;0.1542;70;100;27;1;19.04;12.824;4.711;22.106;0.518;10.794
0.3109;0.0538;0.2093;0.137;0.1005;0.1885;100;130;27;1;31.09;5.38;20.93;13.7;10.05;18.85
0.2296;0.0331;0.0285;0.0254;0.4802;0.2031;170;220;49;2;39.032;5.627;4.845;4.318;81.634;34.527
0.2617;0.1572;0.0484;0.2111;0.0743;0.2473;130;160;34;2;34.021;20.436;6.292;27.443;9.659;32.149
0.3204;0.2052;0.0225;0.0965;0.1723;0.183;90;100;35;2;28.836;18.468;2.025;8.685;15.507;16.47
0.2969;0.0429;0.1932;0.03;0.1711;0.2659;90;100;30;2;26.721;3.861;17.388;2.7;15.399;23.931
0.4929;0.0842;0.0411;0.2215;0.0266;0.1338;110;160;36;2;54.219;9.262;4.521;24.365;2.926;14.718
0.3016;0.0783;0.1723;0.0765;0.1085;0.2628;180;210;38;2;54.288;14.094;31.014;13.77;19.53;47.304
0.2624;0.041;0.3913;0.0126;0.0972;0.1955;60;90;34;2;15.744;2.46;23.478;0.756;5.832;11.73
0.3311;0.0858;0.1613;0.0162;0.0712;0.3343;150;150;34;2;49.665;12.87;24.195;2.43;10.68;50.145
0.2016;0.1143;0.0259;0.0574;0.0824;0.5184;60;90;28;2;12.096;6.858;1.554;3.444;4.944;31.104
0.2392;0.0864;0.1851;0.0514;0.0492;0.3887;70;160;36;2;16.744;6.048;12.957;3.598;3.444;27.209
0.6586;0.0526;0.047;0.0601;0.0679;0.1138;90;90;34;2;59.274;4.734;4.23;5.409;6.111;10.242
0.41;0.0777;0.1259;0.0393;0.1419;0.2053;80;120;45;1;32.8;6.216;10.072;3.144;11.352;16.424
0.3928;0.1237;0.0453;0.0129;0.2034;0.2218;120;220;34;2;47.136;14.844;5.436;1.548;24.408;26.616
0.3736;0.0625;0.0088;0.104;0.1567;0.2946;90;120;46;2;33.624;5.625;0.792;9.36;14.103;26.514
0.2809;0.0722;0.3873;0.0661;0.048;0.1456;160;200;41;1;44.944;11.552;61.968;10.576;7.68;23.296
0.3913;0.0612;0.2734;0.0383;0.1002;0.1356;90;120;28;2;35.217;5.508;24.606;3.447;9.018;12.204
0.5891;0.0497;0.1921;0.0132;0.0091;0.1468;110;120;32;2;64.801;5.467;21.131;1.452;1.001;16.148
0.5191;0.0552;0.0595;0.0664;0.0275;0.2723;140;160;52;1;72.674;7.728;8.33;9.296;3.85;38.122
0.4464;0.0571;0.1781;0.0174;0.1526;0.1485;70;100;36;2;31.248;3.997;12.467;1.218;10.682;10.395
0.178;0.0982;0.2069;0.0946;0.1873;0.2351;90;110;34;1;16.02;8.838;18.621;8.514;16.857;21.159
0.2962;0.0508;0.1684;0.1284;0.0936;0.2625;150;170;50;1;44.43;7.62;25.26;19.26;14.04;39.375
0.5603;0.0597;0.0764;0.0048;0.1187;0.1802;70;140;40;2;39.221;4.179;5.348;0.336;8.309;12.614
0.2913;0.1213;0.0054;0;0.0584;0.5236;100;200;34;1;29.13;12.13;0.54;0;5.84;52.36
0.1501;0.0587;0.0148;0;0.4553;0.3211;100;180;39;1;15.01;5.87;1.48;0;45.53;32.11
0.3316;0.1045;0.0788;0.0273;0.1156;0.3422;80;60;35;2;26.528;8.36;6.304;2.184;9.248;27.376
0.4283;0.0527;0.0802;0;0.1455;0.2934;90;100;44;2;38.547;4.743;7.218;0;13.095;26.406
0.3123;0.029;0.1065;0.0756;0.0261;0.4505;130;150;36;2;40.599;3.77;13.845;9.828;3.393;58.565
0.3472;0.093;0.0508;0.0625;0.1908;0.2557;120;190;35;2;41.664;11.16;6.096;7.5;22.896;30.684
0.264;0.0552;0.0848;0.1823;0.0663;0.3475;170;200;33;1;44.88;9.384;14.416;30.991;11.271;59.075
0.3137;0.0979;0.1533;0.022;0.0436;0.3695;90;160;31;2;28.233;8.811;13.797;1.98;3.924;33.255
0.2566;0.1149;0.2415;0.0424;0.0424;0.3021;90;130;30;1;23.094;10.341;21.735;3.816;3.816;27.189
0.1625;0.0263;0.266;0.0565;0.2685;0.2203;210;140;27;1;34.125;5.523;55.86;11.865;56.385;46.263
0.4881;0.0499;0.0099;0.0516;0.16;0.2404;90;160;41;2;43.929;4.491;0.891;4.644;14.4;21.636
0.1997;0.0352;0.1241;0.0501;0.1217;0.4692;130;40;36;2;25.961;4.576;16.133;6.513;15.821;60.996
0.2033;0.0644;0.4789;0.0595;0.0682;0.1257;150;120;44;2;30.495;9.66;71.835;8.925;10.23;18.855
0.3386;0.069;0.0808;0.0037;0.162;0.3459;130;150;31;2;44.018;8.97;10.504;0.481;21.06;44.967
0.281;0.0431;0.0945;0.0261;0.2481;0.3072;140;180;41;2;39.34;6.034;13.23;3.654;34.734;43.008
0.4444;0.0992;0.0361;0.0065;0.2111;0.2027;60;80;37;2;26.664;5.952;2.166;0.39;12.666;12.162
0.3858;0.0521;0.0705;0.0383;0.0736;0.3796;80;130;40;2;30.864;4.168;5.64;3.064;5.888;30.368
0.3294;0.0994;0.0501;0.0032;0.2129;0.3049;90;70;37;2;29.646;8.946;4.509;0.288;19.161;27.441
0.219;0.0713;0.116;0.0556;0.1742;0.3638;100;190;33;2;21.9;7.13;11.6;5.56;17.42;36.38
0.4027;0.0428;0.0431;0.1374;0.2537;0.1204;110;180;36;1;44.297;4.708;4.741;15.114;27.907;13.244
0.3261;0.0726;0.1342;0;0.0404;0.4268;120;100;50;2;39.132;8.712;16.104;0;4.848;51.216
0.2409;0.0458;0.1683;0.0987;0.1406;0.3056;130;160;36;2;31.317;5.954;21.879;12.831;18.278;39.728
0.1839;0.1075;0.073;0;0.1261;0.5095;120;200;34;1;22.068;12.9;8.76;0;15.132;61.14
0.1847;0.0145;0.0174;0.0351;0.5821;0.1661;180;100;29;2;33.246;2.61;3.132;6.318;104.778;29.898
0.3776;0.0472;0.1268;0.0267;0.0217;0.4;120;130;47;2;45.312;5.664;15.216;3.204;2.604;48
0.6147;0.1266;0;0.0206;0.067;0.1711;40;130;41;2;24.588;5.064;0;0.824;2.68;6.844
0.3018;0.0295;0.0112;0.0856;0.1009;0.471;90;110;37;1;27.162;2.655;1.008;7.704;9.081;42.39
0.4516;0.0612;0.1245;0;0.1717;0.1911;60;130;25;1;27.096;3.672;7.47;0;10.302;11.466
0.4154;0.0573;0.1679;0.0662;0.0953;0.1981;110;180;46;2;45.694;6.303;18.469;7.282;10.483;21.791
0.2993;0.1321;0.0743;0.069;0.0119;0.4135;100;170;60;1;29.93;13.21;7.43;6.9;1.19;41.35
0.3541;0.0612;0.0067;0;0.1701;0.4079;80;110;34;2;28.328;4.896;0.536;0;13.608;32.632
0.2154;0.0384;0.3573;0.1096;0.0727;0.2067;200;180;35;2;43.08;7.68;71.46;21.92;14.54;41.34
0.479;0.0847;0;0.0509;0.0973;0.2881;80;160;42;2;38.32;6.776;0;4.072;7.784;23.048
0.3159;0.0372;0.1575;0.1304;0.0987;0.2602;160;200;31;1;50.544;5.952;25.2;20.864;15.792;41.632
0.3971;0.0251;0.1123;0.0661;0.2015;0.1978;140;230;45;2;55.594;3.514;15.722;9.254;28.21;27.692
0.4016;0.1069;0.062;0.0939;0.1417;0.1939;60;90;25;1;24.096;6.414;3.72;5.634;8.502;11.634
0.4251;0.1355;0.0439;0.0308;0.1713;0.1933;110;150;35;2;46.761;14.905;4.829;3.388;18.843;21.263
0.3054;0.1078;0.2444;0.0947;0.0244;0.2233;70;120;37;1;21.378;7.546;17.108;6.629;1.708;15.631
0.3509;0.0704;0.2151;0;0.0561;0.3074;100;100;39;2;35.09;7.04;21.51;0;5.61;30.74
0.3826;0.0469;0.1262;0.1547;0.0621;0.2276;130;220;33;2;49.738;6.097;16.406;20.111;8.073;29.588
0.3775;0.0463;0.2311;0.1197;0.0782;0.1472;100;150;42;2;37.75;4.63;23.11;11.97;7.82;14.72
0.3653;0.0378;0.209;0.0177;0.1523;0.2178;100;130;30;2;36.53;3.78;20.9;1.77;15.23;21.78
0.4323;0.0541;0.0549;0.0597;0.1182;0.2807;100;130;28;2;43.23;5.41;5.49;5.97;11.82;28.07
0.4745;0.0709;0.0108;0.005;0.305;0.1337;60;100;41;1;28.47;4.254;0.648;0.3;18.3;8.022
0.4073;0.0648;0.2635;0.0361;0.081;0.1473;100;120;33;2;40.73;6.48;26.35;3.61;8.1;14.73
0.5104;0;0.0412;0.0369;0.279;0.1324;50;70;25;2;25.52;0;2.06;1.845;13.95;6.62
0.4188;0.0634;0.0921;0.0653;0.1529;0.2076;90;200;43;2;37.692;5.706;8.289;5.877;13.761;18.684
0.3319;0.0408;0.163;0.1029;0.0881;0.2733;110;190;33;2;36.509;4.488;17.93;11.319;9.691;30.063
0.319;0.0321;0.1324;0.2103;0.0016;0.3046;60;70;28;2;19.14;1.926;7.944;12.618;0.096;18.276
0.2872;0.0599;0.1125;0.1043;0.0867;0.3492;90;140;45;1;25.848;5.391;10.125;9.387;7.803;31.428
0.2995;0.0642;0.1047;0;0.2598;0.2718;100;110;34;1;29.95;6.42;10.47;0;25.98;27.18
0.3638;0.0768;0.0485;0.1881;0.0303;0.2925;80;90;33;1;29.104;6.144;3.88;15.048;2.424;23.4
0.5193;0.0768;0.0063;0;0.3004;0.0972;60;130;51;1;31.158;4.608;0.378;0;18.024;5.832
0.4168;0.1171;0.0073;0.071;0.0625;0.3254;80;120;39;2;33.344;9.368;0.584;5.68;5;26.032
0.2937;0.0332;0;0.0688;0.049;0.5552;120;200;43;2;35.244;3.984;0;8.256;5.88;66.624
0.4282;0.0361;0.0953;0.0989;0.0755;0.266;140;110;40;2;59.948;5.054;13.342;13.846;10.57;37.24
0.1843;0.0462;0.0488;0.0367;0.1223;0.5616;190;190;43;2;35.017;8.778;9.272;6.973;23.237;106.704
0.3307;0.0503;0.1418;0.102;0.1964;0.1787;70;110;32;2;23.149;3.521;9.926;7.14;13.748;12.509
0.4636;0.0512;0;0.0397;0.0041;0.4414;60;100;29;1;27.816;3.072;0;2.382;0.246;26.484
0.3607;0.2336;0.0244;0.1953;0.0886;0.0974;140;180;37;2;50.498;32.704;3.416;27.342;12.404;13.636
0.3756;0.088;0.1109;0.0412;0.1435;0.2408;60;90;31;1;22.536;5.28;6.654;2.472;8.61;14.448
0.3219;0.0677;0.1532;0.1574;0.0937;0.206;140;140;37;2;45.066;9.478;21.448;22.036;13.118;28.84
0.3896;0.0846;0.06;0.1123;0.0175;0.336;50;130;28;1;19.48;4.23;3;5.615;0.875;16.8
0.437;0.0763;0.044;0.0564;0.1514;0.235;70;100;26;2;30.59;5.341;3.08;3.948;10.598;16.45
0.4332;0.1282;0.081;0;0.2258;0.1317;60;80;37;2;25.992;7.692;4.86;0;13.548;7.902
0.4191;0.1627;0;0.0284;0;0.3899;30;120;49;1;12.573;4.881;0;0.852;0;11.697
0.121;0.0306;0.1512;0;0.6235;0.0737;240;160;51;2;29.04;7.344;36.288;0;149.64;17.688
0.0894;0.0605;0.0204;0.0232;0;0.8066;140;120;29;2;12.516;8.47;2.856;3.248;0;112.924
0.4239;0.0458;0.0691;0.177;0.1227;0.1614;70;120;33;2;29.673;3.206;4.837;12.39;8.589;11.298
0.4602;0.0459;0.231;0.0034;0.0549;0.2046;70;130;44;2;32.214;3.213;16.17;0.238;3.843;14.322
0.4624;0.0484;0.0143;0;0.0952;0.3798;70;100;26;1;32.368;3.388;1.001;0;6.664;26.586
0.4434;0.091;0;0.0475;0.2637;0.1543;40;110;23;1;17.736;3.64;0;1.9;10.548;6.172
0.4188;0.0231;0.1356;0.0098;0.0238;0.3889;100;180;42;2;41.88;2.31;13.56;0.98;2.38;38.89
0.3084;0.0603;0.0708;0.0565;0.2539;0.2502;100;120;43;1;30.84;6.03;7.08;5.65;25.39;25.02
0.2816;0.1317;0.2209;0.0858;0.0162;0.2638;100;130;38;2;28.16;13.17;22.09;8.58;1.62;26.38
0.332;0.0533;0.3643;0.0824;0.0216;0.1464;140;120;26;1;46.48;7.462;51.002;11.536;3.024;20.496
0.5244;0.0785;0.0405;0;0.0783;0.2783;60;150;28;1;31.464;4.71;2.43;0;4.698;16.698
0.2306;0.0718;0.261;0.1372;0.0631;0.2363;70;100;29;1;16.142;5.026;18.27;9.604;4.417;16.541
